PATENT_ID	PATENT_CODE
EP2844236A1	A61K 9/70
EP2848608A1	C07D 213/30
EP2844257A1	A61K 31/505
EP2845590A1	A61K 31/155
US20150031694A1	C07D 277/64
US20150031882A1	A61K 31/519
US20150007938A1	C09J 11/04
US20150010541A1	C07K 11/02
US20150005299A1	C07D 207/34
US20150005277A1	C07D 487/04
US20150025113A1	A01N 43/40
US20150025268A1	C07C 263/16
US20150011506A1	C07F 5/02
US20150011494A1	C07C 49/255
US20150011574A1	C07D 405/14
US20150011638A1	A61K 9/00
US20150057248A1	C07F 5/02
US20150057277A1	C07D 401/12
US20150057272A1	C07D 513/04
US20150038483A1	C07D 417/14
US20150038385A1	C10M 141/08
US20150038710A1	C07F 9/09
US20150056138A1	A61K 51/04
US20150051228A1	C07D 473/04
US20150051275A1	C07D 309/36
US20150045217A1	A01N 43/90
US20150045356A1	C07D 409/14
US20150045284A1	C12N 9/99
US20150045575A1	C07C 227/16
US20150050432A1	C08L 9/00
US20150045386A1	C07D 453/02
US20150045374A1	C07D 215/227
US20150050694A1	C12M 1/12
US20150065416A1	A61K 31/166
US20150065551A1	A01N 43/90
US20150065489A1	C07D 215/20
US20150065485A1	C07D 471/04
US20150086614A1	C07K 14/535
US20150083689A1	C09G 1/02
US20150086507A1	C07D 487/04
US20150073028A1	A61K 31/4178
US20150075789A1	C09K 8/68
US20150079024A1	A61K 38/20
US8940401B2	B32B 27/10
US8940497B2	A61K 31/325
US8933194B2	NOT FOUND
US8937079B2	A61K 31/517
US8937068B2	NOT FOUND
US8932628B2	A61K 9/48
US8933094B2	NOT FOUND
US8933100B2	A61K 31/4525
US8933106B2	A61K 31/44
US8933109B2	C07D 417/12
US8927602B2	A01N 47/10
US8933014B2	NOT FOUND
US8927553B2	A61K 31/495
US8927708B2	C07D 223/16
US8927009B2	NOT FOUND
US8926821B2	C25D 9/02
US8962871B2	C07D 305/14
US8962864B2	C07D 295/00
US8962760B2	C08F 8/00
US8962615B2	A01N 43/62
US8962652B2	C07D 473/16
US8962619B2	A61K 31/437
US8946276B2	A01N 43/50
US8946224B2	A61K 31/4985
US8940766B2	NOT FOUND
US8957205B2	C07D 307/02
US8962233B2	G03F 7/004
US8957049B2	C07F 5/02
US8957056B2	A61K 31/395
US8957064B2	A61K 31/495
US8946413B2	C07D 403/04
US8952005B2	A61K 31/54
US8952121B2	C08G 8/02
US8951536B2	A61K 31/541
US8951777B2	C12N 1/12
US8993770B2	NOT FOUND
US8993586B2	C07D 471/20
US8993741B2	C07H 21/04
US8993766B2	C07D 455/06
US8993640B2	A61K 31/04
US8969346B2	A61K 31/50
US8969328B2	A61K 31/567
US8969387B2	A61K 31/4439
US8969330B2	A61K 31/575
US8987226B2	C12N 15/113
US8980922B2	A61K 31/454
US8980939B2	C07D 313/12
US8975288B2	C07D 257/06
US8975365B2	C08G 69/26
WO2015000868A1	C07K 5/078
WO2015035032A1	C07D 209/96
WO2015036529A1	H01L 51/44
WO2015035097A1	C07C 6/02
WO2015009611A1	C07D 401/14
WO2015004125A1	A61K 9/00
WO2015002996A1	A61P 35/00
WO2015009888A2	A61K 38/05
WO2015023355A1	A61K 47/48
WO2015028919A1	A61K 31/429
WO2015027092A1	C07D 401/00
WO2015014446A1	C07D 401/14
WO2015013747A1	C08G 61/12
WO2015017529A2	A61K 48/00
WO2015013422A1	A61K 31/16
WO2015011284A2	A61K 31/192
WO2015017549A1	A01N 37/08
EP2432817B1	C08G 61/12
EP2326695B1	C09K 11/06
EP2385938B1	C07D 263/50
WO2015042085A2	A61K 31/505
EP2083837B1	A61K 35/74
EP1444196B1	C07D 237/08
EP2831064A1	C07D 405/14
EP2835404A1	C09D 201/00
EP2833879A1	A61K 31/19
EP2836208A1	A61K 31/10
EP2502923B1	C07D 309/30
EP2568521B1	H01M 8/02
EP2559721B1	C08G 75/00
EP2595683B1	A61M 15/00
EP2827857A1	A61K 31/537
EP2828324A1	C08K 5/00
EP2826475A1	A61K 31/138
EP2827711A1	A01N 43/16
EP2831027A1	C07C 51/43
EP2821401A1	C07D 215/56
EP2820030A1	C07K 1/00
EP2819996A1	C07D 213/75
EP2697233B1	C07D 498/06
EP2838897A1	C07D 413/12
EP2851383A1	C08G 61/12
EP2845604A2	A61K 38/17
EP2847164A1	C07D 207/30
EP2844246A1	A61K 31/401
EP2847343A1	C12P 17/16
US20150031918A1	NOT FOUND
US20150031710A1	A61K 31/519
US20150031600A1	C11D 3/386
US20150008373A1	C09K 19/38
US20150005744A1	NOT FOUND
US20150005254A1	A61K 31/7056
US20150010747A1	C08J 9/00
US20150030551A1	C07D 493/04
US20150025098A1	C07D 471/20
US20150031092A1	C12P 19/14
US20150025241A1	C07D 241/08
US20150024445A1	C12P 7/56
US20150020798A1	A61M 15/00
US20150011558A1	C07D 237/20
US20150011773A1	C07D 249/06
US20150011604A1	C07D 333/16
US20150011675A1	C09D 5/33
US20150057295A1	C07D 491/048
US20150057450A1	C07F 15/00
US20150038455A1	C07H 15/203
US20150044223A1	A61K 39/395
US20150044200A1	A61K 31/341
US20150044293A1	C07D 209/58
US20150038541A1	A61K 31/417
US20150037733A1	G03F 7/038
US20150038499A1	C12Q 1/48
US20150050241A1	A61K 31/522
US20150045373A1	NOT FOUND
US20150045346A1	C07D 277/60
US20150087714A1	A61K 31/167
US20150087682A1	A61K 31/415
US20150065709A1	C07D 239/94
US20150072438A1	G01N 33/58
US20150086911A1	G03F 7/027
US20150072961A1	A61K 47/48
US20150072980A1	C07D 295/116
US20150080317A1	C07K 7/64
US20150080312A1	C07K 7/64
US8937200B2	C07C 45/43
US8933061B2	A61K 31/585
US8927593B2	A01N 43/02
US8927597B2	A61K 31/351
US8927760B2	C07C 321/00
US8932721B2	B32B 27/40
US8926732B2	B01D 53/22
US8926733B2	B01D 53/22
US8968714B2	NOT FOUND
US8940782B2	A61K 31/40
US8940902B2	C07D 211/74
US8940942B2	C07C 45/42
US8946255B2	C07D 215/14
US8957203B2	C07D 225/00
US8952050B2	C07D 405/12
US8946439B2	C07D 401/12
US8946302B2	A01N 33/02
US8946397B1	C07H 21/02
US8951340B2	C09D 11/00
US8993591B2	A61K 31/44
US8993528B2	A01N 43/04
US8993561B2	A61K 31/54
US8993778B2	C07D 235/04
US8993563B2	A61K 31/519
US8969565B2	C07D 241/04
US8969335B2	A61K 31/506
US8969547B2	C07J 17/00
US8969575B2	C07D 211/72
US8974828B2	A61P 9/00
US8969349B2	A61K 31/498
US8969338B2	C07D 401/04
US8969294B2	A61K 38/26
US8969568B2	C07D 471/02
US8987444B2	C07D 239/02
US8986638B2	B01D 53/52
US8986660B2	A23L 27/20
US8987502B2	C07C 69/74
US8987386B2	C08F 228/02
US8987414B2	A61K 38/12
US8987305B2	A61K 31/454
US8980838B2	A61K 38/12
US8975398B2	C07D 401/00
US8980926B2	A61K 31/404
US8980276B2	NOT FOUND
US8975412B2	C07D 213/57
US8981090B2	C07D 487/04
WO2012132022A9	C07H 15/12
WO2015032083A1	C11D 1/12
WO2015033326A1	C09K 8/035
WO2015034820A1	C07D 211/60
WO2015007837A1	C07D 213/803
WO2015004035A1	C07C 45/64
WO2015006747A2	A61K 48/00
WO2015004028A1	C07D 239/557
WO2015010078A2	A61K 31/5377
WO2015030847A1	C07D 239/48
WO2015014993A2	C07D 471/04
WO2015011252A1	C07D 471/04
WO2015019103A1	C07D 401/06
EP2376491B1	C07D 487/04
WO2015042420A1	A61K 48/00
EP1990386B1	C09D 143/04
EP2185541B1	C07D 401/12
EP2836594A2	C11D 3/386
EP2831074A1	C07D 471/04
EP2834289A1	C08G 83/00
EP2836227A1	A61K 38/07
EP2834269A1	C07K 14/47
EP2514749B1	C07D 413/06
EP2585458B1	C07D 453/02
EP2655371B1	C07D 471/04
EP2829579A1	C08L 83/08
EP2830584A2	NOT FOUND
EP2825160A1	NOT FOUND
EP2825523A1	NOT FOUND
EP2830614A1	A61K 31/27
EP2826783A1	C07F 15/00
EP2822929A1	C07D 213/75
EP2823819A2	A61K 31/56
EP2819653A2	A61K 9/16
US20150004533A1	G03F 7/027
EP2842562A1	A61K 33/24
EP2850104A2	A61K 39/395
EP2846797A1	A61K 31/4427
EP2847251A1	C08G 73/02
EP2848610A1	C07D 241/20
EP2844254A1	A61K 31/47
EP2847312A1	C11D 3/37
EP2846789A1	A61K 31/198
EP2844621A1	C03C 25/28
EP2849852A1	A61K 35/763
US20150031670A1	C07D 207/277
US20150031861A1	A61K 47/48
US20150031624A1	C07K 16/46
US20150037376A1	A61K 38/12
US20150031640A1	A61K 31/496
US20150031691A1	C07D 513/04
US20150005314A1	A61K 31/496
US20150025096A1	A61K 31/475
US20150030556A1	C07F 7/10
US20150025169A1	C08G 77/30
US20150027482A1	A61K 8/86
US20150031062A1	G01N 33/50
US20150011621A1	C07D 407/06
US20150021587A1	H01L 51/50
US20150011792A1	C07C 67/08
US20150065343A1	C07D 333/24
US20150041083A1	D21H 17/25
US20150038567A1	C07C 65/19
US20150038512A1	A01N 43/84
US20150038434A1	C07K 7/54
US20150038417A1	A61K 38/26
US20150038409A1	A61K 38/22
US20150038484A1	C07D 413/12
US20150038668A1	C08G 63/133
US20150056165A1	C07K 7/64
US20150056192A1	A61K 31/5517
US20150051155A1	C07K 7/08
US20150056545A1	G03F 7/075
US20150051183A1	C07D 273/02
US20150051207A1	C07C 215/24
US20150044612A1	G03F 7/038
US20150045324A1	C07D 519/00
US20150045352A1	A61K 31/5517
US20150050708A1	C12P 5/02
US20150087671A1	A61K 47/10
US20150087867A1	C07C 29/153
US20150087678A1	A61K 31/196
US20150065464A1	C07D 401/12
US20150065524A1	C07D 471/04
US20150065538A1	C07D 333/22
US20150065565A1	A61K 31/357
US20150080432A1	A01N 47/40
US20150073016A1	C07D 215/48
US20150076420A1	H01L 31/0256
US20150072902A1	C09K 8/00
US20150072959A1	C07D 495/04
US8940728B2	A61K 31/55
US8937066B2	A61K 31/53
US8936812B2	A61K 9/14
US8927543B2	NOT FOUND
US8932557B2	A61K 51/00
US8968980B2	G03F 7/004
US8962580B2	A61K 48/00
US8962845B2	C07D 417/14
US8946188B2	A01N 43/04
US8940745B2	NOT FOUND
US8940748B2	NOT FOUND
US8940765B2	C07D 401/14
US8956452B2	C08K 5/00
US8957104B2	C07D 209/08
US8957243B2	C07C 69/533
US8952049B2	A61K 31/36
US8952151B2	C07D 213/79
US8952171B2	C07D 213/46
US8993788B2	C07C 31/135
US8993779B2	C07D 235/26
US8974708B2	G02B 5/23
US8969336B2	A61K 31/55
US8975258B2	A61K 31/50
US8986654B2	A61K 51/00
US8987413B2	A61K 38/12
US8980936B2	A61K 31/4025
US8981105B2	NOT FOUND
WO2014097148A9	C07D 487/14
WO2015035223A1	A61K 31/085
WO2015039989A1	A61K 31/715
WO2015040033A2	C09K 9/02
WO2015007388A1	C07C 233/41
WO2015001348A1	C07D 403/14
WO2015028669A1	C07D 257/10
WO2015028850A1	C07D 519/00
WO2015027005A1	C07D 239/95
WO2015022301A1	C07D 401/06
WO2015011131A1	C07D 489/08
WO2015017407A1	C07D 513/08
WO2015017659A1	C09K 15/02
WO2015014835A1	C07F 15/00
WO2015020553A1	C07D 209/86
WO2015017546A1	A61K 31/185
WO2015013779A1	A61Q 5/12
WO2015020930A1	A61K 31/422
EP2375899B1	A61K 31/445
EP2471789B9	C07D 471/04
EP2474533B1	C07D 213/64
EP2478049B1	C08L 5/08
WO2015041863A1	C08K 5/38
WO2015042202A1	A61K 38/02
EP2283842B1	A61K 9/08
EP2078004B1	C07D 277/56
EP2222341B1	A61K 47/48
EP2183252B1	C07D 487/04
EP2174928B1	C07C 2/32
EP2217701B9	C12N 15/09
EP2834231A1	C07D 403/12
EP2834305A1	C08L 65/00
EP2575851B1	A61K 38/10
EP2655345B1	C07D 249/06
EP2598505B1	C07D 487/04
EP2506842B1	A61K 31/135
EP2831029A1	C07C 67/297
EP2826772A1	C07D 231/22
EP2825169A1	A61K 31/4985
EP2825161A1	A61K 31/00
EP2820009A1	C07D 401/14
US20150004231A1	C07D 455/06
EP2838893A1	C07D 403/12
EP2842949A1	C07D 257/10
EP2841418A1	C07D 207/08
EP2847165A2	C07D 209/32
EP2847209A1	C07K 7/08
EP2849738A1	A61K 31/13
EP2844282A2	A61K 39/00
EP2847154A1	A61K 51/04
US20150031864A1	C07K 14/575
US20150005313A1	C07D 401/14
US20150005297A1	C07D 239/48
US20150025044A1	C12Q 1/66
US20150025093A1	C07D 495/04
US20150025196A1	A61K 47/48
US20150025199A1	B01J 31/22
US20150027542A1	H01G 9/20
US20150011661A1	G02B 1/04
US20150011572A1	C07D 239/47
US20150011499A1	C07H 19/06
US20150057293A1	C07D 471/04
US20150064750A1	C12P 7/62
US20150057255A1	A61K 31/4035
US20150057359A1	A61K 31/165
US20150038419A1	C07K 14/435
US20150038451A1	C07H 19/10
US20150051380A1	C07K 16/28
US20150051362A1	C07D 303/48
US20150051394A1	C07D 473/18
US20150045472A1	C09D 147/00
US20150045348A1	C07D 487/04
US20150045587A1	C07C 37/08
US20150045345A1	A61K 47/36
US20150045354A1	C07D 215/52
US20150087826A1	C07D 513/10
US20150065462A1	A61K 47/48
US20150065459A1	C07F 5/02
US20150065411A1	C11D 1/00
US20150080372A1	C07D 471/04
US20150087621A1	C07C 59/82
US20150079082A1	C07K 16/32
US20150072986A1	C07D 231/56
US8933257B2	C07F 3/06
US8940736B2	A61K 31/535
US8937075B2	A01N 43/90
US8936735B2	H01B 1/00
US8933093B2	A01N 43/42
US8927971B2	H01L 51/00
US8933053B2	A61K 31/7072
US8927741B2	C07D 409/12
US8927580B2	A61K 31/435
US8927011B2	A61K 9/20
US8962648B2	A61K 31/44
US8962639B2	C07D 239/92
US8962651B2	A61K 31/44
US8962799B2	A61K 31/18
US8962635B2	A01N 43/90
US8940778B2	C07D 291/00
US8946109B2	B01J 31/00
US8946257B2	A61K 31/437
US8946216B2	C07D 401/14
US8957100B1	A61K 31/415
US8957114B2	A01N 33/02
US8961959B2	A61K 38/43
US8956801B2	G03F 7/00
US8946427B2	C07D 471/04
US8946351B2	C08G 69/26
US8951955B2	C11D 3/60
US8993607B2	NOT FOUND
US8993602B2	NOT FOUND
US8969614B2	C07C 251/00
US8969281B2	C11D 3/00
US8975282B2	C07D 401/12
US8974627B2	C09J 7/02
US8969405B2	C07D 493/10
US8969576B2	C07D 211/72
US8987310B2	C07D 401/12
US8981119B2	C07D 515/00
US8975408B2	C07D 215/38
US8975401B2	NOT FOUND
WO2015035117A1	A61K 31/519
WO2015032840A1	A61K 31/435
WO2015006734A1	A61P 27/02
WO2015009473A1	C08F 4/64
WO2015002932A1	A61K 33/14
WO2015003958A1	C07D 403/12
WO2015022385A1	C07D 491/048
WO2015018475A1	C07D 401/14
WO2015011194A1	C07D 409/06
WO2015017379A1	C08G 77/452
EP2297132B1	C07D 401/12
WO2015042397A1	C07D 405/14
WO2015042053A1	C07D 209/10
WO2015042243A1	C07D 471/04
EP2005959B1	A61K 31/4178
EP2141142B1	C07C 29/149
EP2190831B1	C07D 317/34
EP2064297B1	C09D 201/02
EP1828181B1	C07D 471/02
EP2832754A1	C08F 20/26
EP2832728A1	C07D 251/46
EP2832742A1	C07K 7/00
EP2833973A1	A61K 31/4965
EP2631259B1	C08G 77/26
EP2595684B1	A61M 15/00
EP2621924B1	A01N 43/84
EP2830419A1	A01N 31/02
EP2826467A1	A61K 9/20
EP2825178A1	C07H 15/04
EP2827875A1	C07H 19/00
EP2831026A1	C07C 51/12
EP2822956A1	C07H 17/04
EP2822944A1	C07D 413/14
EP2822948A1	C07D 487/04
US20150001438A1	C10M 105/38
US20150004309A1	C09D 5/03
EP2842576A1	A61K 38/27
EP2841052A2	A61K 8/58
EP2851363A1	C07C 309/30
EP2848252A2	A61K 31/50
EP2845858A1	C07F 7/18
EP2848620A1	C07D 487/04
EP2847171A1	C07D 231/14
US20150031686A1	C07D 263/32
US20150031635A1	C07K 5/072
US20150031753A1	A61K 47/34
US20150007848A1	A61K 8/81
US20150025137A1	C07C 271/12
US20150027483A1	A61K 8/41
US20150025085A1	C07D 215/26
US20150027926A1	C10G 33/04
US20150025071A1	A61K 31/517
US20150011669A1	G02B 1/04
US20150011544A1	C07D 471/04
US20150011740A1	C07H 23/00
US20150024058A1	A61K 9/50
US20150057207A1	A61K 8/49
US20150057196A1	C09K 8/588
US20150057329A1	C12N 15/113
US20150057388A1	C08K 5/3445
US20150038400A1	A61L 24/10
US20150038641A1	C08G 18/83
US20150038837A1	A61B 5/00
US20150051150A1	A61K 38/22
US20150056215A1	A61K 31/225
US20150056141A1	C07D 409/04
US20150051206A1	C07D 471/04
US20150051203A1	C07D 405/14
US20150056665A1	C12P 13/24
US20150050342A1	A61K 31/60
US20150045360A1	C07D 471/04
US20150050367A1	C07J 71/00
US20150045551A1	C07D 491/107
US20150087839A1	C07D 489/12
US20150065477A1	C07D 401/14
US20150065492A1	C07D 417/04
US20150065711A1	A61K 47/48
US20150065676A1	C08G 18/78
US20150071868A1	A61K 8/81
US20150065393A1	C12N 15/10
US20150065514A1	A61K 31/519
US20150086976A1	G01N 33/543
US20150080389A1	C07D 471/04
US20150080581A1	B01J 31/22
US20150079172A1	C07D 471/14
US20150073045A1	C07D 493/10
US20150072914A1	C11D 1/12
US20150073060A1	A61K 47/34
US20150072939A1	A61K 31/437
US8937071B2	C07D 413/12
US8933086B2	C07D 487/04
US8927577B2	NOT FOUND
US8933069B2	NOT FOUND
US8962646B2	A61K 31/505
US8962656B2	A61K 31/44
US8962616B2	C07D 498/04
US8946277B2	A01N 43/00
US8940909B2	C07D 209/70
US8946242B2	A01N 43/90
US8940859B2	C07D 495/04
US8940751B2	A61K 31/522
US8956869B2	C12N 5/0789
US8957105B2	C07D 207/327
US8957086B2	A01N 43/42
US8946409B2	C07D 205/08
US8951711B2	G03F 7/11
US8952014B2	A01N 43/54
US8993605B2	C07D 413/12
US8993765B2	C07D 401/04
US8993575B2	A61K 31/496
US8993535B2	A61K 31/70
US8969591B2	C07D 327/10
US8975249B2	NOT FOUND
US8969394B2	A61K 31/41
US8987455B2	A01N 43/90
US8987460B2	NOT FOUND
US8981113B2	NOT FOUND
US8987478B2	NOT FOUND
US8981114B2	C07D 233/42
US8981147B2	NOT FOUND
US8987247B2	A01N 43/00
US8987428B2	C07G 1/00
US8980833B2	C07K 5/078
US8975434B2	C07C 69/75
US8981087B2	C07D 265/24
WO2015041533A1	A61K 31/4184
WO2015040425A1	C07C 235/64
WO2015036412A1	C07D 209/18
WO2015032838A1	A61K 31/575
WO2015040029A2	C09K 9/02
WO2015031741A1	C07D 495/14
WO2015040362A1	C11D 11/00
WO2015007628A1	C09D 5/18
WO2015007870A1	C07C 259/10
WO2015009841A2	A61K 31/555
WO2015028095A1	C07D 493/04
WO2015030505A1	C07D 307/48
WO2015023871A1	A61K 31/437
WO2015023064A1	C07D 487/04
WO2015014944A1	C07F 15/00
EP2487170B1	C07D 307/42
EP2322518B1	C07D 327/04
EP2300454B1	C07D 401/06
WO2015042111A1	C07D 403/12
WO2015042078A2	C07D 413/14
EP1890697B1	A61K 31/4412
EP2831082A1	C07D 493/22
EP2831053A1	C07D 307/80
EP2832750A1	C08B 37/16
EP2831138A1	C07C 271/24
EP2832726A1	C07D 213/75
EP2832738A1	C07F 9/50
EP2836528A1	C08G 8/04
EP2562264B1	C12Q 1/48
EP2554563B1	C08G 64/42
EP2676955B1	C07D 277/46
EP2825043A1	A01N 43/90
EP2825603A1	C09D 5/02
EP2826474A1	A61K 31/136
EP2830664A1	A61K 45/06
EP2821854A1	G03F 7/00
EP2822949A1	C07D 487/04
EP2722340B1	C07K 14/685
EP2820027A1	C07F 15/00
EP2819669A1	A61K 31/46
EP2822572A1	A61K 38/12
EP2820018A1	C07D 471/04
EP2748239B1	C08J 9/00
EP2841062A1	A61K 31/165
EP2842948A1	C07D 249/08
EP2841444A1	C07J 43/00
EP2839017A2	C07C 1/20
EP2841066A1	A61K 31/35
EP2850092A1	C07H 19/06
EP2851120A1	B01J 31/22
EP2849566A1	A61K 31/7076
EP2850054A1	C07C 67/313
EP2844227A1	A61K 9/10
US20150031684A1	A23L 27/00
US20150031891A1	C07D 453/04
US20150034887A1	G02B 1/04
US20150037359A1	A61K 47/48
US20150005304A1	C07D 491/107
US20150004699A1	C07C 47/54
US20150010549A1	C07C 59/42
US20150005301A1	C07D 471/04
US20150010493A1	A01N 43/60
US20150004715A1	G01N 21/64
US20150005363A1	A61K 47/14
US20150025067A1	C07D 491/052
US20150025061A1	A61K 31/50
US20150025252A1	C07D 403/06
US20150025157A1	C07H 15/04
US20150011620A1	C07C 49/223
US20150057230A1	A61K 8/64
US20150038502A1	C07D 498/04
US20150044142A1	A61K 49/00
US20150051229A1	A61K 31/522
US20150051420A1	C07C 67/03
US20150051254A1	A61K 31/44
US20150050228A1	A61K 8/49
US20150045548A1	C07C 303/32
US20150087857A1	C07C 67/58
US20150087833A1	A01N 31/16
US20150065441A1	A61K 31/7048
US20150071921A1	A61K 47/24
US20150065516A1	C07D 305/08
US20150065465A1	C07D 487/04
US20150072274A1	G03F 7/038
US20150065511A1	A61K 31/439
US20150065513A1	A61K 31/357
US20150065527A1	C07D 405/04
US20150086545A1	C07K 16/32
US20150080416A1	C07D 495/04
US20150087155A1	C08G 63/00
US20150080412A1	C07D 249/12
US20150072960A1	C07C 69/614
US8933249B2	A61K 31/40
US8936779B2	A61Q 5/02
US8932953B2	C08K 5/5419
US8927721B2	C07D 471/04
US8927531B2	A61K 31/343
US8962570B2	A61K 38/10
US8962632B2	A61K 31/505
US8946222B2	A61K 31/5025
US8940899B2	C07D 277/00
US8940763B2	A01N 43/90
US8940774B2	A61K 31/47
US8961754B2	C25B 11/12
US8957062B2	C07D 513/04
US8956977B2	H01L 21/311
US8961970B2	A61K 39/395
US8957058B2	A61K 31/43
US8957228B2	C07D 321/00
US8957200B2	A61K 31/70
US8946445B2	C07D 487/02
US8946377B2	C08G 63/668
US8946431B2	C07D 215/06
US8946425B2	C07D 471/04
US8993213B2	B41M 5/00
US8969401B2	A61K 31/40
US8969624B2	C07F 9/02
US8974692B2	C09K 13/06
US8969362B2	A61K 31/522
US8975252B2	A61K 31/535
US8987284B2	NOT FOUND
US8987475B2	C07D 307/77
US8987286B2	NOT FOUND
US8975422B2	C07D 493/20
US8980828B2	NOT FOUND
US8980848B2	A61K 31/352
US8980904B2	A01N 43/54
WO2015035196A1	C07F 19/00
WO2015035234A2	A61K 31/13
WO2015036902A1	A61K 9/00
WO2015034474A1	C09K 8/44
WO2015006803A1	C07D 211/70
WO2015006508A2	A61K 31/542
WO2015001294A1	C23G 1/00
WO2015002754A2	A61K 31/538
WO2015007682A1	C07D 235/02
WO2015010049A1	C07D 231/20
WO2015028828A1	C07D 213/81
WO2015021396A2	A61K 31/69
WO2015023816A1	C07D 213/56
WO2015022283A1	C07K 14/82
WO2015031043A1	C08G 65/333
WO2015031109A1	C07D 285/10
WO2015016729A1	C07D 401/12
WO2015017762A1	C12Q 1/48
WO2015013903A1	C07C 309/30
EP2421823B1	C07D 205/04
EP2471837B1	C08G 65/28
EP2114941B1	C07D 471/04
EP1877091B1	A61K 45/06
EP2832744A1	C07K 7/56
EP2835367A1	C07C 233/63
EP2836218A1	A61K 31/702
EP2831211A1	C10M 159/24
EP2833860A1	A61K 8/31
EP2836238A1	A61K 47/48
EP2833883A1	A61K 31/395
EP2651886B1	C07D 207/46
EP2549276B1	G01N 33/533
EP2492261B1	C07D 225/06
EP2828347A1	C09D 163/00
EP2825210A1	A61K 48/00
EP2827901A2	C07K 16/28
EP2821450A1	C09D 201/00
EP2821474A1	C11D 17/04
US20150004597A1	C12Q 1/68
EP2841431A1	C07D 409/12
EP2841162A1	A61P 31/20
EP2841167A2	A61Q 5/10
EP2841168A2	A61Q 5/10
EP2850083A1	C07D 471/04
EP2845859A1	C07F 9/655
EP2848603A1	C07C 29/80
EP2847311A1	C11D 3/37
US20150031649A1	A61K 31/675
US20150037411A1	A61K 47/10
US20150005293A1	C07D 487/04
US20150010545A1	A61K 31/517
US20150007853A1	A61K 8/49
US20150010634A1	A61K 47/48
US20150005342A1	C07D 401/12
US20150005485A1	C07H 9/00
US20150025212A1	C08F 4/80
US20150025083A1	A61K 31/495
US20150011524A1	C07D 501/60
US20150011771A1	C07D 401/04
US20150024071A1	C07D 401/14
US20150057299A1	C07D 239/48
US20150057330A1	C12N 15/113
US20150057296A1	A61K 47/12
US20150057297A1	C07D 401/06
US20150057246A1	C07F 7/08
US20150038509A1	C07D 491/052
US20150038574A1	C07C 211/52
US20150038506A1	C07D 487/04
US20150051251A1	C07D 401/04
US20150051253A1	C07D 213/56
US20150054180A1	H01L 23/29
US20150051256A1	C07C 311/28
US20150051410A1	C07D 313/00
US20150051248A1	C07D 401/06
US20150045570A1	C07F 15/00
US20150087754A1	C08K 5/46
US20150087829A1	C07D 307/80
US20150065497A1	C07D 498/04
US20150080428A1	C07D 401/10
US20150087620A1	C07F 9/6553
US20150080612A1	C07C 41/16
US20150087630A1	C07D 471/14
US20150082553A1	A61K 8/73
US20150087633A1	C07D 471/06
US20150073015A2	C07D 215/56
US20150072969A1	C07D 413/12
US8937072B2	A61K 31/495
US8940727B2	C07D 223/16
US8937087B2	C07D 413/12
US8940724B2	C07D 401/04
US8933074B2	A61K 31/5377
US8927757B2	C07F 5/02
US8933102B2	A01N 43/40
US8933091B2	A61K 31/41
US8927586B2	C07C 311/20
US8927507B2	C08B 37/00
US8968988B2	G03F 7/26
US8962633B2	C07D 239/70
US8946231B2	C07D 401/14
US8946267B2	A01N 43/40
US8940744B2	A61K 31/506
US8940925B2	C07C 213/06
US8957027B2	A61K 38/15
US8946344B2	C08L 75/00
US8946477B2	C07C 237/22
US8952147B2	C07D 223/00
US8952149B2	C07D 498/20
US8993720B2	C07K 11/00
US8993785B2	C07D 207/38
US8993673B2	B05D 1/36
US8993571B2	A61K 31/50
US8993603B2	A01N 43/64
US8969474B2	C08G 63/48
US8974837B2	A61K 36/00
US8969557B2	C07D 495/04
US8987370B2	C08G 18/42
US8980326B2	NOT FOUND
WO2015000959A1	C07D 487/04
WO2015034729A1	C07D 213/73
WO2015032617A1	C07D 401/04
WO2015041534A1	A61K 31/4184
WO2015036964A1	C07D 231/56
WO2015035460A1	C12N 15/113
WO2015040148A1	C07D 209/08
WO2015031710A1	C07D 417/04
WO2015009883A1	A61K 31/166
WO2015026194A1	C08G 61/02
WO2015031348A1	C08G 64/34
WO2015022038A1	C07D 413/14
WO2015030730A1	C09K 8/03
WO2015030864A1	C09D 161/20
WO2015026845A2	C12N 15/10
WO2015028543A1	C09B 23/14
WO2015030940A1	C11D 3/30
WO2015031228A1	A01N 43/40
WO2015026601A2	C07C 323/16
WO2015010313A1	C08G 59/02
WO2015013395A1	A61K 31/192
WO2015019037A1	C07D 471/04
WO2015019310A1	C07D 471/04
EP2387318B1	A01P 3/00
EP2485590B1	C07D 239/22
EP2292597B1	C07C 323/52
EP1941885B1	A61K 31/551
EP2207837B1	C08G 65/30
EP2285366B1	A61K 31/167
EP2116541B1	C07D 401/14
EP2200634B1	A61K 38/21
EP2265666B1	C08K 3/32
EP2212306B1	C07D 307/92
EP2120913B1	A61K 31/192
EP1188714B1	C01B 13/14
EP2833889A1	C07D 471/04
EP2834264A1	C07K 14/16
EP2836211A1	A01N 43/42
EP2836213A1	A01N 43/42
EP2834243A1	C07D 487/04
EP2493305B1	C07D 209/40
EP2489706B1	C09D 11/328
EP2655355B1	C07D 401/04
EP2828275A1	C07H 15/18
EP2828262A1	A01N 43/64
EP2830631A1	A61K 31/7024
EP2825202A1	A61K 31/519
EP2826832A1	C08G 18/48
EP2828257A1	C07D 417/14
EP2821071A1	A61K 31/416
